Event_id,Episode,Reservoir,Dam_Name,River,Year
1001013,12,,Round Valley North Dike,Trib. South Branch of Rockaway River,1961
1001013,12,,Penn Forest,Wild Creek,1998
1001013,12,W. Kerr Scott Reservoir,W. Kerr Scott Dam,Yadkin River,1963
1001013,12,,Coddle Creek Dam,Coddle Creek,n/a
1001013,12,,Willow Island Lock and Dam,Ohio River,1976
1001013,12,Mahoning Creek Lake,Mahoning Creek Dam,Mahoning Creek,1941
1001013,12,R.D. Bailey Lake,R.D. Bailey Dam,Guyandot River,1976
1001013,12,,Lookout Shoals,Catawba,1915
1001013,12,Lake Hickory,Oxford,Catawba,1928
1001013,12,Lake Norman,Cowans Ford,Catawba,1963
1001013,12,,J.C. Bacon Dam,Service Creek,1956
1001013,12,,Mountain Island,Catawba,1923
1001013,12,,Rhodhiss,Catawba,1925
1001013,12,South Holston Lake,South Holston,South Fork of Holston River,1950
1001014,53,,La Plata,La Plata,1974
1001014,53,,Guajataca,Guajataca,1928
1001014,53,Lake Hammonasset,Hammonasset Dam,Hammonasset River,1956
1001014,53,,Dos Bocas,Rio Grande de Arecibo,1942
1001014,53,Lake Gaillard,Lake Gaillard,Branford River,1929
1001014,53,,Caonillas,Caonillas,1948
1001014,53,Pawtucket Upper Reservoir,Diamond Hill Reservoir Dam,Burnt Swamp Brook,1971
1001014,53,Easton Reservoir,Easton Reservoir,Mill River,1926
1001014,53,,Carite,La Plata,1913
1001014,53,,Toa Vaca Dam,Toa Vaca,1972
1001014,53,,Patillas,Rio Grande de Patillas,1914
1001014,53,,Cambridge Reservoir Dam,Cambridge Reservoir,1910
1001014,53,Shenipsit Lake,Shenipsit Lake,Hockanum River,1903
1001014,53,,Sudbury Dam,Sudbury Reservoir,1896
1001014,53,Nepaug Reservoir,Phelps Dam,Trib. Farmington River,1916
1001014,53,Wachusett Reservoir,Wachusett Reservoir Dam,Nashua River,1906
1001014,53,,Pine Hill Reservoir Dam,Pine Hill Reservoir,1925
1001014,53,Compensating Reservoir,Richards Corner Dam,East Branch of Farmington River,1920
1001014,53,Barkhamsted Reservoir,Saville Dam,East Branch of Farmington River,n/a
1001014,53,Great Stone,Merrimack River Dam,Merrimack River,1848
1001014,53,Quabbin Reservoir,Quabbin Winsor Dam,Quabbin Reservoir,1939
1001014,53,Colebrook River Lake,Colebrook River Dam,West Branch of Farmington River,1969
1001014,53,,Cobble Mountain Reservoir Dam,Cobble Mountain Reservoir,1931
1001014,53,Tighe Carmondy Reservoir,Manhan Dam,Tighe Carmody Reservoir,1957
1001014,53,Littleville Lake,Littleville Dam,Westfield River,1965
1001014,53,,Lake Monomonac Dam,Lake Monomonac,1923
1001014,53,Massabesic Lake,Massabesic Lake Dam,Cohas Brook,1873
1001014,53,Pawtuckaway Lake,Dollof Dam,Pawtuckaway River,1842
1001014,53,Rossignol,Upper Lake Falls,Mersey,1929
1001014,53,,Northfield Mountain Main Dam,Northfield Mountain Reservoir,1972
1001014,53,,Bow Lake,Isinglass River,1832
1001014,53,,Vernon,Connecticut River,1909
1001014,53,Milton Three Ponds,Milton Three Ponds Dam,Salmon Falls River,1924
1001014,53,,Fourth Lake,Sissiboo,1960
1001014,53,,Skelton,Saco River,1948
1001014,53,Jackman Reservoir,Jackman Dam,North Branch of Contoocook River,1926
1001014,53,,Emery Mills Dam,Mousam River,1900
1001014,53,,Hopkinton Flood Control Dam,Contoocook River,1959
1001014,53,,Merrymeeting Lake Dam,Merrymeeting River,1923
1001014,53,,West Buxton,Saco River,1907
1001014,53,,Great East Lake Dam,Salmon Falls River,1825
1001014,53,Winnisquam Lake,Lochmere,Winnipesaukee River,1910
1001014,53,,Damariscotta Intake Dam,Damariscotta River,1920
1001014,53,,Bellows Falls,Connecticut River,1907
1001014,53,Head Gates Reservoir,Eel Weir,Presumpscot River,1879
1001014,53,,Franklin Falls Dam,Pemigewasset River,1943
1001014,53,Lake Winnipesaukee,Lakeport,Winnipesaukee River,1958
1001014,53,Crescent Lake,Crescent Lake Dam,Smith River,1854
1001014,53,Lake Sunapee,Second Dam,Sugar River,1932
1001014,53,Measley,Lake Waukewan Dam,Trib. Lake Winnipesaukee,1904
1001014,53,,Songo Lock Dam,Songo River,1830
1001014,53,Ossipee Lake,Head Works Dam,Ossipee River,1919
1001014,53,Ayers Island Reservoir,Ayers Island Dam,Pemigewasset River,1924
1001014,53,Clary Saw Mill,Enos Dam,Clary Lake Stream,n/a
1001014,53,,Newfound Lake,Newfound River,1846
1001014,53,,Gardiner Water District Dam,Cobbosseecontee Stream,1885
1001014,53,Lake Auburn,Lake Auburn Dam,Bobbin Mill Brook,1946
1001014,53,,Squam Lake,Squam River,1856
1001014,53,,Gulf Island,Androscoggin River,1926
1001014,53,,Moose Pond Storage Dam,Moose Pond Brook,n/a
1001014,53,Number 8,Cobbosseecontee Outlet Dam,Cobbosseecontee Stream,1900
1001014,53,,Graham Lake Dam,Union River,1924
1001014,53,,Chase S. Mill Dam,Chase Mill Stream,n/a
1001014,53,,Salmon Hole,St. Croix,1938
1001014,53,,Toddy Pond Dam,Trib. Alamoosook,n/a
1001014,53,Green Lake,Green Lake Dam,Reeds Brook,1911
1001014,53,,Mascoma Lake Dam,Mascoma River,1948
1001014,53,,Wilder,Connecticut River,1950
1001014,53,,Kezar Lake Outlet Dam,Old Course Saco River,n/a
1001014,53,,Cathance Lake Dam,Cathance Stream,1980
1001014,53,Messalonskee Lake,Snow Pond Dam,Messalonskee Stream,1992
1001014,53,,Great Pond Storage Dam,Belgrade Stream,1900
1001014,53,,Meddybemps Dam,Dennys River,1973
1001014,53,,Locke Mills Dam,Alder River,1870
1001014,53,,Wilson Pond Dam,Wilson Pond,1845
1001014,53,,Clifford,Clifford Stream,1971
1001014,53,,Sebasticook Outlet Dam,Sebasticook River,1988
1001014,53,,Woodland Dam,St. Croix,1906
1001014,53,Weston,Weston North Channel Dam,Kennebec River,1921
1001014,53,Grand Lake,West Grand Lake Dam,West Branch of St. Croix River,1836
1001014,53,,Anson,Kennebec River,1923
1001014,53,,Nicatous Stream Dam,Nictous Stream,1974
1001014,53,Great Moose Lake,Great Moose Lake Dam,Sebasticook River,n/a
1001014,53,,Grand Falls Main Dam,Saint Croix River,1915
1001014,53,Moore Lake,Moore Dam,Connecticut River,1957
1001014,53,,Comerford,Connecticut River,1930
1001014,53,,Middle Dam,Rapid River,1883
1001014,53,Mollys Falls Reservoir,Marshfield 6,Mollys Brook,1927
1001014,53,,Abbott Brook Dike,Abbott Brook,1911
1001014,53,,Errol,Androscoggin River,1887
1001014,53,,Sebec,Sebec River,1984
1001014,53,,Schoodic Lake Dam,Schoodic Stream,1929
1001014,53,Mooselookmeguntic Lake,Upper Dam,Rapid River,1883
1001014,53,,Vanceboro,St. Croix River,1967
1001014,53,,Rangeley Lake Dam,Rangeley River,n/a
1001014,53,,Aziscohos,Magalloway River,1911
1001014,53,,Forest City,East Branch of St. Croix River,1949
1001014,53,,,Pierce Pond Outlet,n/a
1001014,53,Weldon,Mattaceunk,Penobscot River,1939
1001014,53,Long Falls,Flagstaff,Dead River,1948
1001018,43,,Renshui,Luoguang Shui,1975
1001018,43,,Huangsha,Yanghua Jiang,1960
1001018,43,,Fucao,Qianpai He,1997
1001018,43,,Donghu,Nalong He,1961
1001018,43,,Jinjiang,Tan He,1972
1001018,43,,Dalongdong,Dalongdong He,1959
1001018,43,,Huashan,Gushui He,1994
1001018,43,,Songmushan,Trib. Dong Jiang,n/a
1001018,43,,Jiuwantan,Wandin He,1965
1001018,43,,Feilaixia,Bei Jiang,1999
1001018,43,,Lianhe,Lipo Shui,1964
1001018,43,,Xiangang,Trib. Dong Jiang,1963
1001018,43,,Huanglongdai,Fenxi Shui,1979
1001018,43,,Liuxihe,Liuxi He,1958
1001018,43,,Changhu,Weng Jiang,1972
1001018,43,,Guangzhou Pump Storage,Chenledong,1993
1001018,43,,Tiantangshan,Zeng Jiang,1992
1001018,43,,Shuidongpi,Gongzhuang He,1985
1001018,43,,Huangshandong,Mapi He,1961
1001018,43,,Qiji,Trib. Dong Jiang,n/a
1001018,43,,Baipenzhu,Xizhi Jiang,1987
1001018,43,,Xinfengjiang,Xinfeng Jiang,1960
1001018,43,,Huangyun,,n/a
1001018,43,,Longxing,Tao Jiang,1974
1001018,43,,Nangao,Lu He,1985
1001018,43,,Longtan,Long Jiang,1960
1001018,43,,Hengjiang,Liantian He,1971
1001018,43,,Yitang,Wuhua He,1984
1001018,43,,Shiliutan,Longjiang He,1959
1001018,43,,Liheng,Dong Jiang,1965
1001018,43,,Fengshuba,Dong Jiang,1975
1001018,43,,Wusongling,Bwiling He,1958
1001018,43,,Tangkeng,Lian Jiang,1960
1001018,43,,Longjing,Trib. Rong Jiang,n/a
1001018,43,,Wudugang,,n/a
1001018,43,,Longjing,Trib. Rong Jiang,1960
1001018,43,,Heshui,Trib. Mei Jiang,n/a
1001018,43,,Wengong,Huangpi Shui,1959
1001018,43,,Xinxihe,Trib. Rong Jiang,1958
1001018,43,,Meixi,,n/a
1001018,43,,Fushi,,n/a
1001018,43,,Longjin,Gupi He,1975
1001018,43,,Huangtian,,n/a
1001018,43,,Changtan,Trib. Mei Jiang,1987
1001018,43,,Fenghuang,,1969
1001018,43,,Fengxi,,n/a
1001018,43,,Tangxi,Huanggang He,1962
1001018,43,,Shibikeng,Gong Jiang,1973
1001018,43,,Mianhuatan,Trib. Ting Jiang,2001
1001018,43,,Dutang,Baiyinxi,1959
1001018,43,,Fengtou,Zhang Jiang,1977
1001018,43,,Jitou,Jiouxian He,1972
1001018,43,,Guanyang,Huangtan He,1991
1001018,43,,Xiyuan,Tufangxi,1978
1001018,43,,Huanggang,Hongfangxi,1974
1001018,43,,Zumalin,Xugouxi,1976
1001018,43,,Wananxi,Wananxi,1995
1001018,43,,Yangmei,Dengfan He,1977
1001018,43,,Baisha,Houxi,2006
1001018,43,,Qinyuan,Qinyuanxi,1978
1001018,43,,Tingxi,Tingxi,1956
1001018,43,,Shibi,Jiuxi,1958
1001018,43,,Houqiao,Pengxi,1965
1001018,43,,Shanmei,Dongxi,1972
1001018,43,,Wutan,Daluoxi,1960
1001018,43,,Jiemian,Youxi,2007
1001018,43,,Longmentan,Dazhangxi,n/a
1001018,43,,Zheya,Shufu Jiang,n/a
1001018,43,,Guyang,Kuxi,1961
1001018,43,,Lingxi,Lingxi,1956
1001018,43,,Dongxi,Chaiqiaotouxi,1980
1001018,43,,Dongzhen,Mulanxi,1960
1001018,43,,Jianxin,Wanjiaoxi,1974
1001018,43,,Dongzhang,Long Jiang,1958
1001018,43,,Wushantou,Offstream Kuantien,1930
1001018,43,,Tsengwen,Tsengwen,1973
1001018,43,,Guguan,Dajiaxi,1961
1001018,43,,Mingteh,Houlung,1970
1001018,43,,Shihmen,Tahan,1964
1001018,43,Nagura,Nagura,Naguragawa,1996
1001018,43,Maezato,Maezato,Miyaragawa,1982
1001018,43,Sokobaru,Sokobaru,Sokobarugawa,1992
1001019,33,,Calles,Santiago,1931
1001019,33,,Tayahua,Juchipila,1978
1001019,33,,Elchique,Juchipila,1992
1001019,33,,El Niagara,San Pedro,1963
1001019,33,,Miguel Aleman,Tlaltenango,1949
1001019,33,,El Zapotillo,Verde,2016
1001019,33,,Puente Calderon,Calderon,1991
1001019,33,,La Yesca,Santiago,2012
1001019,33,,El Cajon,Rio Grande de Santiago,2006
1001019,33,Agua Milpa,Agua Milpa,Santiago,1994
1001019,33,,La Vega,Teuchitlan,1956
1001019,33,,Corrinchis,Mascota,1977
1001019,33,Basilio Vadillo,Basilio Vadillo,San Migue,1973
1001019,33,,Tacotan,Amuquila,1958
1001019,33,,Trigomil,Ayuquila,1993
1001019,33,,Cajon de Peda,Tomatlan,1976
1001021,10,,Andres Figueroa,Ajuchitlan,1983
1001023,14,,Gezhen,Changua,2009
1001023,14,,Daguanba,Changhua Jiang,1995
1001023,14,,Tuoxin,Ganen He,1978
1001023,14,,Changmao,Wanglou,1960
1001023,14,Dalong Reservoir,Dalong,Ningyuan,2007
1001023,14,,Baogu,Hingyuan,1979
1001023,14,,Hongchaojiang,Hongchao Jiang,1964
1001023,14,,Hepu,Xiaojiang He,1960
1001023,14,,Xiaojiang,Xiaojiang He,1960
1001024,24,,Presidente Adolfo Lopez Mateos,Humaya,1964
1001024,24,,Sinaloa,Tamazula,1948
1001024,24,Presa Juan Guerrero,Juan Guerrero,El Bledal,1994
1001024,24,,Eustaquio,Mocorito,1972
1001024,24,,Presidente Jose L. Portillo,San Lorenzo,1981
1001024,24,,Presidente Gustavo Diaz Ordaz,Sinaloa,1982
1001024,24,,Presa Josefa Ortiz de Dominguez,Alamos,1967
1001024,24,Miguel Hidalgo,Miguel Hidalgo,El Fuerte,1956
1001024,24,,Huites,Fuerte,1995
1001025,40,,Saint Pierre la Manzo,Manche,1978
1001028,15,,El Gallo,Cutzamala,1985
1001028,15,,Vicente Guerrero,Poliutla,1968
1001028,15,,Andres Figueroa,Ajuchitlan,1983
1001028,15,,Carlos Ramirez Ulloa,Balsas,1986
1001028,15,,El Guineo,Nexpa,1985
1001034,4,,Gumti,Gumti,1976
1001034,4,,Khandong,Kopili,1987
1001034,4,,Umrong,Umrong,1982
1001037,8,,Somasila,Pennar,n/a
1001037,8,,Buggavagu,Buggavagu,1961
1001037,8,Nagarjuna,Nagarjuna Sagar,Krishna,1960
1001037,8,Paleru Reservoir,Palair,Palair,1928
1001037,8,,Musi,Musi,1963
1001037,8,,Large Tank Bayya,Kamabalapalliva,1930
1001038,35,,Peter Faust,Proserpine,1990
1001043,14,,Copperfield River Gorge,Copperfield,1984
1001043,14,,Koombooloomba,Tully,1961
1001043,14,,Tinaroo Falls,Barron,1958
1001043,14,Paluma,Paluma,Swamp Creek,1959
1001043,14,,Ross River,Ross,1987
1001043,14,Dalrymple,Burdekin Falls,Burdekin,1987
1001043,14,,Peter Faust,Proserpine,1990
1001050,13,Argyle,Ord River,Ord,1971
1001063,26,Kameyamako,Kameyama,Obitsugawa,1980
1001063,26,,Angat,Angat,1968
1001063,26,Caliraya,Caliraya,Caliraya,1949
1001064,6,,Kangsabati Kumari,Kangsabati Kumari,1965
1001064,6,,Salandi,Salandi,1972
1001064,6,,Remal,Remal,1985
1001064,6,Panchet Hill Reservoir,Panchet Hill,Damodar,1959
1001064,6,Maithon Reservoir,Maithon,Barakar,1957
1001064,6,,Massanjore,Mayurakshi,1955
1001064,6,,Farakka,Ganges,1974
1001064,6,,Gumti,Gumti,1976
1001064,6,,Teesta,Teesta,1998
1001064,6,Umiam,Umiam,Umiam,1964
1001064,6,,Khandong,Kopili,1987
1001064,6,,Umrong,Umrong,1982
1001066,13,,Calles,Santiago,1931
1001066,13,,El Niagara,San Pedro,1963
1001066,13,,Tayahua,Juchipila,1978
1001066,13,,Cuarenta,Rio Lagos,1949
1001066,13,,Elchique,Juchipila,1992
1001066,13,,La Sauceda,La Sauceda,1980
1001066,13,,Jesus Maria,La Laja,1991
1001066,13,,El Zapotillo,Verde,2016
1001066,13,,La Purisima,Guanajuato,1980
1001066,13,,Ignacio Allende,La Laja,1968
1001066,13,,Puente Calderon,Calderon,1991
1001066,13,,Melchor,Angulo,1972
1001066,13,,El Cubo,Tarimoro,1978
1001066,13,,Solis,Lerma,1949
1001066,13,,Const. de 1917,El Caracol,1969
1001066,13,,Cointzio,Grande de Morelia,1939
1001066,13,,Tepuxtepec,Lerma,1935
1001066,13,,Zimapan,Moctezuma,1994
1001066,13,,San Lorenzo,El Sauz,1982
1001066,13,,Vicente Aguirre,Alfajayucan,1950
1001066,13,,Tepetitlan,Tepetitlan,1964
1001066,13,,El Bosque,Zitacuaro,1954
1001066,13,,Endho,Tula,1951
1001066,13,,Francisco J. Mugica,Balsas,2011
1001066,13,,Villa Victoria,Malacatepec,1944
1001066,13,,Zicuiran,Zicuiran,1957
1001066,13,,Taxhimay,San Luis,1934
1001066,13,Adjuntas,Vincente Guerrero,Soto la Marina,1971
1001066,13,,Ignacio Ramirez,La Gavia,1966
1001066,13,,Valle de Bravo,Valle de Bravo,1944
1001066,13,,Cerro Prieto,Pablillo,1982
1001066,13,,La Boca,San Juan,1961
1001066,13,,Rompepicos en Corral des Palmas,Santa Caterine,2004
1001066,13,,Chicayan,Chicayan,1976
1001066,13,,Guadalupe,Cuautitla,1968
1001066,13,,Madin,Tlalnepantla,1976
1001066,13,,El Gallo,Cutzamala,1985
1001066,13,Pueblo Viejo,Animas,Guayalejo,1978
1001066,13,Inhernillo,El Infiernillo,Balsas,1963
1001066,13,,El Cuchillo,San Juan,1994
1001066,13,,Vicente Guerrero,Poliutla,1968
1001066,13,,Necaxa,Necaxa,1909
1001066,13,,Tenango,Coacuila,1910
1001066,13,,Andres Figueroa,Ajuchitlan,1983
1001066,13,,San Jose Atlangatepec,Zahuapan,1959
1001066,13,,Carlos Ramirez Ulloa,Balsas,1986
1001066,13,Vaso Marte R.Gomez,Marte R. Gomez,San Juan,1946
1001066,13,,La Soledad,Apulco,1962
1001066,13,,Manuel Avila Camacho,Atoyac,1946
1001066,13,Falcon Reservoir,International Falcon Lake Dam,Rio Grande,1953
1001066,13,Lake Edinburg,Retama Reservoir Levee,OS,1935
1001066,13,Monte Alto Reservoir,Delta Lake Unit 2 Levee,OS,1939
1001066,13,,Yosocuta,Huajuapan,1969
1001066,13,,El Guineo,Nexpa,1985
1001066,13,Presa Miguel Aleman,Presidente Aleman Temascal,Rio Tonto,1955
1001066,13,Miguel de la Madrid,Cerro de Oro,Santo Domingo,1991
1001066,13,,Presidente Benito Juarez,Tehuantepec,1961
1001066,13,,Penitas,Grijalva,1985
1001066,13,Malpaso,Netzahualcoyotl,Grijalva,1964
1001066,13,,Manuel Moreno Torres,Grijalva,1980
1001066,13,Angostura,La Angostura,Grijalva,1974
1001066,13,,El Portillo,Cuxtepeques,1980
1001067,43,Millwood Lake,Millwood Dam,Little,1966
1001067,43,Dierks Lake,Dierks,Saline,1975
1001067,43,,Lower White Oak Dam,White Oak Creek,1959
1001067,43,Dequeen Lake,Dequeen,Rolling Fork,1977
1001067,43,,Lake Columbia Dam,Beech Creek,1986
1001067,43,Texarkana Lake,Wright Patman Dam and Lake,Sulphur River,1954
1001067,43,Lake Erling,Lake Erling Dam,Bodcaw,1956
1001067,43,Black Lake,Black Bayou Dam,Black Bayou,1955
1001067,43,Caddo Lake,Caddo Dam,Cypress Bayou,1914
1001067,43,Peacock Site 1-A Tailings Reservoir,Peacock Site 1-A Tailings Dam,Trib. Peacock Creek,1983
1001067,43,,Cypress Black Bayou Site 1,Cypress Bayou,1975
1001067,43,,Johnson Creek Dam,Johnson Creek,1961
1001067,43,,Swauano Creek Dam,Swauano Creek,1975
1001067,43,,Ellison Creek Dam,Ellison Creek,1943
1001067,43,Lake of the Pines,Ferrells Bridge Dam,Cypress Creek,1958
1001067,43,Lake Claiborne,Lake Claiborne,Bayou Darbonne,1966
1001067,43,Lake Monticello,Monticello Dam,Blundell Creek,1973
1001067,43,Cross Lake,Cross Lake Dam and Spillway,Cross Bayou,1925
1001067,43,Lock 1,Lindy Claiborne Boggs Lock and Dam,Red River,1995
1001067,43,,Franklin County Dam,Big Cypress Creek,1971
1001067,43,Lake Bistineau,Lake Bistineau,Loggy Bayou,1941
1001067,43,,Brandy Branch Cooling Pond Dam,Brandy Branch,1983
1001067,43,Kepler Creek Lake,Kepler Creek Dam,Kepler Creek,1958
1001067,43,,Jim Chapman Lake,Sulphur River,1991
1001067,43,,Lake Cherokee Dam,Cherokee Bayou,1948
1001067,43,White Oak Creek Reservoir,Lake Sulphur Springs Dam,White Oak Creek,1973
1001067,43,,Martin Lake Dam,Martin Creek,1974
1001067,43,Lake Hawkins,Lake Hawkins Dam,Little Sandy Creek,1962
1001067,43,Lake Fork Reservoir,Lake Fork Dam,Lake Fork Creek,1980
1001067,43,John K. Kelly Grand Bayou Reservoir,Grand Bayou Reservoir Dam,Grand Bayou,1994
1001067,43,Lake Murvaul,Murvaul Bayou Dam,Murvaul Bayou,1956
1001067,43,,Mud Creek Dam,Mud Creek,1967
1001067,43,,Whitehouse Dam,Prairie Creek,1949
1001067,43,Black Lake Bayou Reservoir,Black Lake Bayou Dam,Black Lake Bayou,1990
1001067,43,Lake Tawakoni,Iron Bridge Dam,Sabine River,1960
1001067,43,Sibley Lake,Sibley Lake Dam,Youngs Bayou,1962
1001067,43,,Lake Striker Dam,Striker Creek,1956
1001067,43,,Blackburn Crossing Dam,Neches River,1971
1001067,43,New Terrell City Lake,Cedar Creek,Muddy Cedar Creek,1955
1001067,43,Flat Creek Lake,Lake Athens Dam,Flat Creek,1963
1001067,43,,Buckner Dam,Gum Creek,1957
1001067,43,,Bayou Loco Dam,Bayou Loco,1977
1001067,43,,Forest Grove Dam,Caney Creek,1980
1001067,43,,Lake Kurth Dam,Trib. Angelina River,1960
1001067,43,Cedar Creek Reservoir,Joe B. Hogsett Dam,Cedar Creek,1966
1001067,43,Toledo Bend,Toledo Bend,Sabine,1966
1001067,43,Vernon Lake,Vernon Lake Dam,Bayou Anacoco,1961
1001067,43,Richland-Chambers Reservoir,Richland Creek Dam,Richland Creek,1987
1001067,43,Lake Anacoco,Lower Anacoco Dam,Bayou Anacoco,1951
1001067,43,Sam Rayburn Reservoir,Sam Rayburn Dam And Reservoir,Angelina River,1965
1001067,43,Big Brown Creek Lake,Fairfield Dam,Big Brown Creek,1969
1001067,43,,Houston County Lake Dam,Little Elkhart Creek,1966
1001067,43,,Bardwell Lake,Waxahachie Creek,1965
1001067,43,,South Prong Dam,South Prong Waxahachie Creek,1956
1001067,43,B.A. Steinhagen Lake,Town Bluff Dam,Neches River,1951
1001067,43,,Navarro Mills Dam,Richland Creek,1963
1001067,43,Bundicks Lake,Bundicks Creek Dam,Bundicks Creek,1961
1001067,43,Lake Limestone,Sterling C. Robertson Dam,Navasota River,1978
1001067,43,Lake Livingston,Livingston Dam,Trinity River,1969
1001067,43,,Twin Oak Dam,Duck Creek,1982
1001067,43,,Camp Creek Lake Dam,Camp Creek,1949
1001067,43,,Tradinghouse Creek Dam,Tradinghouse Creek,1968
1001067,43,,Lake Creek Lake Dam,Manos Creek,1953
1001067,43,,Waco Lake,Bosque River,1965
1001067,43,,Lewis Creek Dam,Lewis Creek,1969
1001067,43,,Gibbons Creek Dam,Gibbons Creek,1981
1001067,43,Lake Conroe,Conroe Dam,West Fork of San Jacinto River,1973
